target,length,iteration,apo_holo_rmsd,complex_plddt,iptm,helix_loss
fgfr2_3b,65,1,2.6554806679872853,0.6558777689933777,0.8133386373519897,-0.7126569546290897
fgfr2_3b,58,2,4.546095110466586,0.6204583644866943,0.2857148349285126,-0.8940969567656895
fgfr2_3b,84,1,10.27001599144762,0.6231537461280823,0.4395934045314789,-0.6182678324776953
fgfr2_3b,84,3,6.243735875331246,0.5948737263679504,0.1515953689813614,-0.7290144513593604
fgfr2_3b,66,4,6.891040746934963,0.7016546726226807,0.8909429907798767,-0.537056459381416
fgfr2_3b,67,5,5.8200647502002445,0.6190828084945679,0.2732262909412384,-0.9311570727042112
fgfr2_3b,98,1,15.962945947429217,0.5924429893493652,0.513278067111969,-0.7524118537608193
fgfr2_3b,87,1,0.7874839087678543,0.6813892722129822,0.6049966216087341,-0.7965556028820657
fgfr2_3b,94,1,13.357133858442229,0.508978009223938,0.12844368815422058,-0.8718795803345042
