target,length,iteration,apo_holo_rmsd,complex_plddt,iptm,helix_loss
fgfr2_3b_sm_msa,62,1,10.182542215212752,0.5198571681976318,0.11216175556182861,-0.6552789502333638
fgfr2_3b_sm_msa,54,1,11.482360580568244,0.5231022834777832,0.12142115086317062,-0.6218544799907467
fgfr2_3b_sm_msa,66,1,34.84750014867009,0.510520875453949,0.13320501148700714,-0.4977632935064751
fgfr2_3b_sm_msa,52,2,6.359590644684529,0.5421501398086548,0.15047304332256317,-0.5232381006721579
fgfr2_3b_sm_msa,55,1,4.3134275915465015,0.5128611326217651,0.13252681493759155,-0.5480758211268888
